city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,population_proper,density,source,incorporated,timezone,zips,id,airports-3rddegree,airports-airblast1,airports-airblast5,airports-fireball,bases-3rddegree,bases-airblast1,bases-airblast5,bases-fireball,capitals-3rddegree,capitals-airblast1,capitals-airblast5,capitals-fireball,cities-3rddegree,cities-airblast1,cities-airblast5,cities-fireball,earthquakes10,earthquakes20,earthquakes50,earthquakes70,hurricanes-200-land,hurricanes-400-land,hurricanes-50-land,hurricanes-650-land,ports-3rddegree,ports-airblast1,ports-airblast5,ports-fireball,power-3rddegree,power-airblast1,power-airblast5,power-fireball,railyard-3rddegree,railyard-airblast1,railyard-airblast5,railyard-fireball,silo-3rddegree,silo-airblast1,silo-airblast5,silo-fireball,tornado10,tornado25,tornado40,tornado65,wildfires-1,wildfires-2,wildfires-3,wildfires-4
Mountain Home,Mountain Home,AR,Arkansas,"05005",Baxter,"36.3348","-92.3847","14047.0","12332","402",polygon,True,America/Chicago,72653 72654,"1840014452","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0"
Magnolia,Magnolia,AR,Arkansas,"05027",Columbia,"33.2774","-93.2261","10339.0","11467","336",polygon,True,America/Chicago,71753 71754,"1840015726","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0"
Malvern,Malvern,AR,Arkansas,"05059",Hot Spring,"34.3689","-92.8187","11751.0","10839","487",polygon,True,America/Chicago,"72104","1840015563","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","1","1","1","1","0","0","0","0"
Bryant,Bryant,AR,Arkansas,"05125",Saline,"34.6150","-92.4910","20194","20194","384",polygon,True,America/Chicago,72002 72022 72089,"1840013573","0","1","0","0","0","1","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","1","0","0","0","0"
Fort Smith,Fort Smith,AR,Arkansas,"05131",Sebastian,"35.3494","-94.3695","125562.0","88037","538",polygon,True,America/Chicago,72901 72903 72904 72908 72923 72916 72905 72906 72913 72914 72917 72918 72919,"1840013456","1","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","1","0","0","0","0"
Russellville,Russellville,AR,Arkansas,"05115",Pope,"35.2761","-93.1383","34373.0","29318","400",polygon,True,America/Chicago,72802 72801 72811,"1840014541","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0"
Bentonville,Bentonville,AR,Arkansas,"05007",Benton,"36.3580","-94.2287","49298","49298","600",polygon,True,America/Chicago,72712 72713,"1840013319","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0"
Cabot,Cabot,AR,Arkansas,"05085",Lonoke,"34.9767","-92.0271","26141","26141","503",polygon,True,America/Chicago,"72023","1840013530","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0"
Jacksonville,Jacksonville,AR,Arkansas,"05119",Pulaski,"34.8807","-92.1302","28513","28513","385",polygon,True,America/Chicago,72099 72076 72078,"1840014633","1","1","0","0","1","1","1","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","1","0","0","0","0"
Paragould,Paragould,AR,Arkansas,"05055",Greene,"36.0560","-90.5147","26858.0","28488","349",polygon,True,America/Chicago,72450 72451,"1840014474","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0"
Texarkana,Texarkana,AR,Arkansas,"05091",Miller,"33.4361","-93.9960","30259","30259","278",polygon,True,America/Chicago,"71854","1840015708","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","1","0","0","0","0"
Barre,Barre,VT,Vermont,"50023",Washington,"44.1997","-72.5083","20735.0","8659","847",polygon,True,America/New_York,"05641","1840002186","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
Burlington,Burlington,VT,Vermont,"50007",Chittenden,"44.4877","-73.2314","108277.0","42239","1582",polygon,True,America/New_York,05405 05401 05408 05406,"1840002310","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
South Burlington,South Burlington,VT,Vermont,"50007",Chittenden,"44.4622","-73.2203","19141","19141","448",polygon,True,America/New_York,05403 05407,"1840002311","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
Essex Junction,Essex Junction,VT,Vermont,"50007",Chittenden,"44.4902","-73.1140","10691","10691","904",polygon,True,America/New_York,"05452","1840004083","0","0","0","0","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
Rutland,Rutland,VT,Vermont,"50021",Rutland,"43.6091","-72.9782","18571.0","15440","788",polygon,True,America/New_York,05701 05702,"1840002632","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
Homer Glen,Homer Glen,IL,Illinois,"17197",Will,"41.6044","-87.9497","24591","24591","428",polygon,True,America/Chicago,"60491","1840011483","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0"
Waterloo,Waterloo,IL,Illinois,"17133",Monroe,"38.3403","-90.1538","10135.0","10355","491",polygon,True,America/Chicago,"62298","1840010803","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0"
Chicago Ridge,Chicago Ridge,IL,Illinois,"17031",Cook,"41.7034","-87.7795","14186","14186","2415",polygon,True,America/Chicago,"60415","1840010146","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0"
Libertyville,Libertyville,IL,Illinois,"17097",Lake,"42.2870","-87.9670","20490","20490","897",polygon,True,America/Chicago,"60048","1840011161","0","1","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
New Lenox,New Lenox,IL,Illinois,"17197",Will,"41.5097","-87.9700","26575","26575","659",polygon,True,America/Chicago,"60451","1840011493","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0"
Burbank,Burbank,IL,Illinois,"17031",Cook,"41.7444","-87.7686","28793","28793","2666",polygon,True,America/Chicago,"60459","1840007022","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0"
Algonquin,Algonquin,IL,Illinois,"17111",McHenry,"42.1629","-88.3158","31017","31017","977",polygon,True,America/Chicago,"60102","1840010110","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0"
Hanover Park,Hanover Park,IL,Illinois,"17043",DuPage,"41.9819","-88.1447","37982","37982","2313",polygon,True,America/Chicago,"60133","1840011251","1","1","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0"
Lockport,Lockport,IL,Illinois,"17197",Will,"41.5904","-88.0292","25434","25434","858",polygon,True,America/Chicago,"60441","1840009256","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0"
Quincy,Quincy,IL,Illinois,"17001",Adams,"39.9335","-91.3797","44860.0","40303","980",polygon,True,America/Chicago,62301 62305,"1840009466","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0"
Harvey,Harvey,IL,Illinois,"17031",Cook,"41.6076","-87.6521","24908","24908","1549",polygon,True,America/Chicago,"60426","1840007029","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","1","1","1","0","0","0","0","0"
South Holland,South Holland,IL,Illinois,"17031",Cook,"41.5977","-87.6022","21732","21732","1159",polygon,True,America/Chicago,"60473","1840011324","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","1","1","1","0","0","0","0","0"
Maywood,Maywood,IL,Illinois,"17031",Cook,"41.8798","-87.8442","23640","23640","3360",polygon,True,America/Chicago,"60153","1840011294","1","1","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0"
Mokena,Mokena,IL,Illinois,"17197",Will,"41.5324","-87.8780","20293","20293","871",polygon,True,America/Chicago,"60448","1840011491","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0"
Elk Grove Village,Elk Grove Village,IL,Illinois,"17031",Cook,"42.0062","-87.9929","32776","32776","1105",polygon,True,America/Chicago,60007 60009,"1840011271","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0"
Cicero,Cicero,IL,Illinois,"17031",Cook,"41.8445","-87.7593","82552","82552","5434",polygon,True,America/Chicago,"60804","1840009186","0","1","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","1","1","1","0","0","0","0","0"
Montgomery,Montgomery,IL,Illinois,"17089",Kane,"41.7237","-88.3630","19701","19701","812",polygon,True,America/Chicago,"60538","1840011350","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0"
Addison,Addison,IL,Illinois,"17043",DuPage,"41.9314","-88.0085","36820","36820","1458",polygon,True,America/Chicago,"60101","1840010171","1","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0"
River Forest,River Forest,IL,Illinois,"17031",Cook,"41.8950","-87.8194","11132","11132","1733",polygon,True,America/Chicago,"60305","1840011284","1","1","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0"
Frankfort,Frankfort,IL,Illinois,"17197",Will,"41.4913","-87.8395","19009","19009","487",polygon,True,America/Chicago,"60423","1840011486","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0"
Evanston,Evanston,IL,Illinois,"17031",Cook,"42.0463","-87.6942","74756","74756","3710",polygon,True,America/Chicago,60202 60201 60204 60208,"1840008129","0","1","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
Chatham,Chatham,IL,Illinois,"17167",Sangamon,"39.6729","-89.6956","12624","12624","697",polygon,True,America/Chicago,"62629","1840010560","0","0","0","0","1","1","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0"
Godfrey,Godfrey,IL,Illinois,"17119",Madison,"38.9581","-90.2156","17650","17650","195",polygon,True,America/Chicago,"62035","1840012796","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0"
Freeport,Freeport,IL,Illinois,"17177",Stephenson,"42.2895","-89.6354","24412.0","24091","790",polygon,True,America/Chicago,"61032","1840008083","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0"
Arlington Heights,Arlington Heights,IL,Illinois,"17031",Cook,"42.0956","-87.9825","75634","75634","1759",polygon,True,America/Chicago,60005 60004,"1840011243","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0"
Deerfield,Deerfield,IL,Illinois,"17097",Lake,"42.1653","-87.8515","18946","18946","1323",polygon,True,America/Chicago,"60015","1840011167","1","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
Markham,Markham,IL,Illinois,"17031",Cook,"41.6000","-87.6905","12538","12538","895",polygon,True,America/Chicago,"60428","1840008130","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0"
Charleston,Charleston,IL,Illinois,"17029",Coles,"39.4842","-88.1762","20968.0","20996","937",polygon,True,America/Chicago,"61920","1840007324","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0"
Channahon,Channahon,IL,Illinois,"17197",Will,"41.4202","-88.2624","12805","12805","329",polygon,True,America/Chicago,60450 60410,"1840010214","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0"
Chicago,Chicago,IL,Illinois,"17031",Cook,"41.8373","-87.6861","8675982.0","2716450","4613",polygon,True,America/Chicago,60018 60649 60641 60640 60643 60642 60645 60644 60647 60646 60616 60617 60614 60615 60612 60613 60610 60611 60618 60619 60631 60661 60827 60638 60639 60634 60636 60637 60630 60632 60633 60605 60604 60607 60606 60601 60603 60602 60609 60608 60106 60660 60659 60652 60653 60651 60656 60657 60654 60655 60623 60622 60621 60620 60626 60625 60624 60629 60628 60707 60499 60664 60666 60668 60669 60670 60673 60674 60675 60677 60678 60680 60681 60682 60684 60685 60686 60687 60688 60689 60690 60694 60695 60696 60699,"1840000494","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","1","0","0","0","0","1","1","1","0","0","0","0","0"
DeKalb,DeKalb,IL,Illinois,"17037",DeKalb,"41.9312","-88.7483","67500.0","43193","1038",polygon,True,America/Chicago,"60115","1840007033","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
Wood River,Wood River,IL,Illinois,"17119",Madison,"38.8633","-90.0773","10263","10263","567",polygon,True,America/Chicago,62024 62095,"1840010711","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","1","0","0","0","0"
Carpentersville,Carpentersville,IL,Illinois,"17089",Kane,"42.1227","-88.2894","38162","38162","1866",polygon,True,America/Chicago,"60110","1840010149","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0"
Mattoon,Mattoon,IL,Illinois,"17029",Coles,"39.4774","-88.3623","18293.0","17886","670",polygon,True,America/Chicago,"61938","1840008449","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0"
Washington,Washington,IL,Illinois,"17179",Tazewell,"40.7048","-89.4346","16811","16811","766",polygon,True,America/Chicago,"61571","1840010377","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0"
Taylorville,Taylorville,IL,Illinois,"17021",Christian,"39.5328","-89.2804","13014.0","10650","398",polygon,True,America/Chicago,"62568","1840009547","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0"
Beach Park,Beach Park,IL,Illinois,"17097",Lake,"42.4260","-87.8583","13995","13995","764",polygon,True,America/Chicago,60099 60083 60087,"1840011149","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0"
Hickory Hills,Hickory Hills,IL,Illinois,"17031",Cook,"41.7248","-87.8281","13950","13950","1904",polygon,True,America/Chicago,"60457","1840007030","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0"
Elgin,Elgin,IL,Illinois,"17089",Kane,"42.0385","-88.3229","112456","112456","1155",polygon,True,America/Chicago,60120 60123 60124 60121 60122,"1840008134","1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0"
Berwyn,Berwyn,IL,Illinois,"17031",Cook,"41.8433","-87.7909","55550","55550","5493",polygon,True,America/Chicago,"60402","1840007027","1","1","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","1","1","1","0","0","0","0","0"
Lemont,Lemont,IL,Illinois,"17031",Cook,"41.6698","-87.9830","17075","17075","813",polygon,True,America/Chicago,"60439","1840011258","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0"
Morris,Morris,IL,Illinois,"17063",Grundy,"41.3744","-88.4301","16834.0","14651","574",polygon,True,America/Chicago,"60450","1840008243","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0"
Oak Forest,Oak Forest,IL,Illinois,"17031",Cook,"41.6055","-87.7527","27685","27685","1782",polygon,True,America/Chicago,"60452","1840008132","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0"
Hazel Crest,Hazel Crest,IL,Illinois,"17031",Cook,"41.5732","-87.6899","13837","13837","1575",polygon,True,America/Chicago,"60429","1840011260","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0"
Naperville,Naperville,IL,Illinois,"17043",DuPage,"41.7483","-88.1657","147682","147682","1473",polygon,True,America/Chicago,60540 60563 60564 60565 60567,"1840008143","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0"
Granite City,Granite City,IL,Illinois,"17119",Madison,"38.7296","-90.1263","28746","28746","573",polygon,True,America/Chicago,62048 62040,"1840008565","0","1","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","1","0","0","0","0"
Peoria,Peoria,IL,Illinois,"17143",Peoria,"40.7520","-89.6155","262010.0","112883","904",polygon,True,America/Chicago,61625 61615 61614 61602 61603 61606 61604 61605 61601 61613 61629 61630 61634 61636 61637 61638 61639 61643 61651 61652 61653 61654 61655 61656,"1840009373","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0"
Sycamore,Sycamore,IL,Illinois,"17037",DeKalb,"41.9951","-88.6812","18022","18022","706",polygon,True,America/Chicago,"60178","1840009187","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
Crystal Lake,Crystal Lake,IL,Illinois,"17111",McHenry,"42.2334","-88.3352","40421","40421","819",polygon,True,America/Chicago,60014 60012 60039 60156,"1840006969","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
Belleville,Belleville,IL,Illinois,"17163",St. Clair,"38.5165","-89.9899","41649","41649","694",polygon,True,America/Chicago,62221 62220 62223 62226,"1840007486","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0"
Bensenville,Bensenville,IL,Illinois,"17043",DuPage,"41.9595","-87.9434","18330","18330","1286",polygon,True,America/Chicago,60106 60105 60399,"1840011398","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","1","1","1","0","0","0","0","0"
Mount Vernon,Mount Vernon,IL,Illinois,"17081",Jefferson,"38.3141","-88.9176","15672.0","14956","394",polygon,True,America/Chicago,"62864","1840008654","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0"
River Grove,River Grove,IL,Illinois,"17031",Cook,"41.9243","-87.8379","10093","10093","1630",polygon,True,America/Chicago,"60171","1840011285","1","1","1","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0"
Park Ridge,Park Ridge,IL,Illinois,"17031",Cook,"42.0125","-87.8436","37494","37494","2042",polygon,True,America/Chicago,"60068","1840009183","1","1","1","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0"
Columbia,Columbia,IL,Illinois,"17133",Monroe,"38.4581","-90.2156","10274","10274","386",polygon,True,America/Chicago,"62236","1840007502","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","1","0","0","0","0"
Centralia,Centralia,IL,Illinois,"17121",Marion,"38.5223","-89.1233","16525.0","12452","586",polygon,True,America/Chicago,"62801","1840007465","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0"
Galesburg,Galesburg,IL,Illinois,"17095",Knox,"40.9506","-90.3763","34406.0","30769","669",polygon,True,America/Chicago,61401 61402,"1840008277","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","1","1","1","0","0","0","0","0"
Sauk Village,Sauk Village,IL,Illinois,"17031",Cook,"41.4907","-87.5702","10452","10452","1039",polygon,True,America/Chicago,"60411","1840011290","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0"
Mundelein,Mundelein,IL,Illinois,"17097",Lake,"42.2692","-88.0101","31385","31385","1270",polygon,True,America/Chicago,"60060","1840011175","0","1","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
Midlothian,Midlothian,IL,Illinois,"17031",Cook,"41.6254","-87.7243","14634","14634","2004",polygon,True,America/Chicago,"60445","1840011298","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0"
Morton Grove,Morton Grove,IL,Illinois,"17031",Cook,"42.0423","-87.7890","23142","23142","1756",polygon,True,America/Chicago,"60053","1840011299","1","1","0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
